Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15010.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_1_15013.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15011.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_2_15014.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15012.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0_Slot1-44_3_15015.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_1_15017.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_2_15018.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p3_Slot1-43_3_15019.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_1_15021.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_2_15022.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_0p6_Slot1-42_3_15023.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_1_15025.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_2_15026.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_1_Slot1-41_3_15027.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_1_15029.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_2_15030.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_2_Slot1-40_3_15031.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_1_15033.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_2_15034.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_5_Slot1-39_3_15035.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_1_15037.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_2_15038.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_10_Slot1-38_3_15039.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_1_15041.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_2_15042.d	D:\Local_Data\KB\GSH\20240613_TIMS_KB_GSH_20_Slot1-37_3_15043.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_1_15371.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_2_15372.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_0p6_Slot1-45_3_15373.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15375.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_1_15443.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15376.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_2_15444.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15377.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_10_Slot1-46_3_15445.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15379.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_1_15447.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15380.d	D:\Local_Data\KB\GSH\20240709_TIMS_KB_GSH_20_Slot1-47_2_15448.d
CON_P12763	CON_P12763	SWISS-PROT:P12763	SWISS-PROT:P12763		11381.6	8410.51	10304.9	7974.76	9140.75	7451.82	9025.81	8003.83	8006.88	8314.73	7838.19	8298.01	10985	11977.2	12001.4	21039.9	22407.6	22773.4	21233.7	16759.9	20922.4	17239.5	9441.81	11606.5	16005.2	12923.2	14325	33236.1	18579.7	14795.5	47197.2	15584	52261	16071.8	33161.5	13752.2	15677.1	15701.7	10974.6	10392.3
CON_P13646-1	P13646;P19012;Q99456;CON_P13646-1;CON_P19012;CON_Q99456;CON_ENSEMBL:ENSP00000377550	SWISS-PROT:P13646-1	SWISS-PROT:P13646-1		33489.9	32336.3	32360.6	35823.6	33095.3	34072.4	17157.9	15750.1	16153.3	63108.3	71435.9	56915.3	28569.3	27600.5	27405.1	94526.8	86876	81574.6	1.2182e+06	1.31097e+06	1.22577e+06	311501	294776	296877	189530	201033	182378	56680.5	55860.4	51615.3	614625	609700	780441	665408	651368	636051	698801	719541	673462	660114
CON_P15497	CON_P15497	SWISS-PROT:P15497	SWISS-PROT:P15497		1916	3400.55	2296.22	2146.9	2102.43		1497			949.7			346.218	1174.75	1139.1		1407.63	1458.86									2056.16	2709.24	1983.77	1813.47										
CON_P15636	CON_P15636	SWISS-PROT:P15636	SWISS-PROT:P15636		3190.68	1814.76	1611.28		1679.2	2201.07		774.716	582.703	1002.06	887.459	763.31	634.621	796.007	427.355	1028.35	946.118	649.034	8935.8				9353.47		4729.59	1567.25		12176.2	3438.81	2024.63	28360		19536.2		8189.64		3470.65		5740.21	
CON_P34955	CON_P34955	SWISS-PROT:P34955	SWISS-PROT:P34955		13324.8	12782.4	13035.5	10862.3	12576.7	10752.6	8937.68	9701.22	8782.8	9878.25	10557.6	10364	10941.3	12151.9	11582.1	18834.2	18808.4	18468.8	140137	150819	141137	7041.35	12389.1	9106.5	14657.3	18487.5	13943.5	26821.8	15058.5	14839.5	52723.7	18621.4	33624.8	15496.9	43871.6	18259.3	12683.3	6738.99	8920.05	8072.7
CON_Q0IIK2;CON_Q29443	CON_Q0IIK2;CON_Q29443	SWISS-PROT:Q29443;TREMBL:Q0IIK2	SWISS-PROT:Q29443;TREMBL:Q0IIK2		7724.78	6819.8	7599.86	5542.21	6326.95	6628.4	5388.36	6166.88	5810.16	6861.9	6131.58	6123.25	5416.11	5464.57	4860.46	12862.4	16167.6	14801	95266.2	89185.6	92929.3				6046.6			7915.86	7803.34	8897.33		8878.79				7451.24		4879.88		
CON_Q0V8M9	CON_Q0V8M9	TREMBL:Q0V8M9;Q9TRI0	TREMBL:Q0V8M9;Q9TRI0		1265.72	1046.03	1227.38						1577.3																			6567.6	2180.14	1809.3	13112.4		8646.96		12397.1					
CON_Q2UVX4	P01024;CON_Q2UVX4	SWISS-PROT:Q2UVX4	SWISS-PROT:Q2UVX4		1633.08	811.481	1166.65		1081.53		443.048	447.275		720.833		495.328			500.131	861.2												4701.64	1665.05	834.853	4961.92				10570.7					
CON_Q3KUS7	CON_Q3KUS7	TREMBL:Q3KUS7	TREMBL:Q3KUS7								538.751																					863.243		724.78										
CON_Q3SX09	CON_Q3SX09	TREMBL:Q3SX09	TREMBL:Q3SX09		2258.12	1965.2	1229.73	1457.38	1677.72	1326.15	754.76	1041.45	1007.65	491.051			858.818	925.794	1185.98	983.7	491.786	872.06										8280.62	2812.3	1513.69	19397.3		20992.5		11082.7				1655.62	
CON_Q3SZ57	P02771;CON_Q3SZ57	SWISS-PROT:Q3SZ57	SWISS-PROT:Q3SZ57		1211.93	1227.33	1153.25	1535.01	1334.78	1722.95	1194.06	1162.08	1545.03	1428.16	1099.42	1094.09	1281.05	1276.79	1005.2	1634.71	1715.29	1992.47										2397.03	2081.09	1857.44					20362.1					
CON_Q3SZH5	CON_Q3SZH5	TREMBL:Q3SZH5	TREMBL:Q3SZH5																													2231.57	694.929						9307.7					
CON_Q3SZV7	CON_Q3SZV7	TREMBL:Q3SZV7	TREMBL:Q3SZV7		1690.82	3771.18		3648.73	3816.45	3883.4	2010.73	2215.35	2685.03	2369.98			1189.97		1611.94	3978.13	4076.76	5789.9	21549.8		18723.7							8013.89	9262.89				9972.85		12504.5					
CON_Q3T052	CON_Q3T052	TREMBL:Q3T052;Q5EA67	TREMBL:Q3T052;Q5EA67		697.538	602.873	519.815	484.326	462.063		372.881	368.286	694.698	351.563			568.319	304.828	377.824		788.386	854.128						5146.78			2638.64	3869.69	1443.07	926.017	12829.2		10153.1		8988.07		2325.41			
CON_Q3ZBD7	CON_Q3ZBD7	SWISS-PROT:Q3ZBD7	SWISS-PROT:Q3ZBD7		7190.98	4245.52	7731.89	3274.74	6904.51	4012.33	4605.38	5484.12	5414.56	3486.58	3808.19	2857.69	4688.77	4138.71	3512.49	2873.5	3109.45	2387.52							952.055			1435.97	1912.21	2389.68										
CON_Q3ZBS7	CON_Q3ZBS7	TREMBL:Q3ZBS7	TREMBL:Q3ZBS7		507.78		329.543																									1992.66	1681.27											
CON_Q58D62	CON_Q58D62	SWISS-PROT:Q58D62	SWISS-PROT:Q58D62		2188.01						1120.9							1813.51				2160.11										5036.29	3926.18	2246.17	10910.8				5795.12		4751.96			
CON_Q5XQN5	P13647;CON_P13647;CON_Q5XQN5	SWISS-PROT:Q5XQN5	SWISS-PROT:Q5XQN5		3898.55	4091.8	4442.86	4289.48	4009.95	4246.9	3392.31	2949.42	3331.08	14272.8	14513.8	15317.5	3186.64	4478.12	2893.16	29773.8	29343.1	27378.9	187469	225276	209163	67270.8	67873.5	63923.2	42890.6	45162.2	39116.8	19501.3	21019.9	19849.3	88762.9	84849.1	78213.5	120177	93371.6	89698.7	173244	171649	144313	156912
CON_Q5XQN5;CON_Q922U2	P13647;CON_P13647;CON_Q5XQN5;CON_Q922U2	SWISS-PROT:Q5XQN5;SWISS-PROT:Q922U2	SWISS-PROT:Q5XQN5;SWISS-PROT:Q922U2		11310	11535.3	12547.4	11849.4	12093.9	12038.4	5358.73	6367.83	5621.67	20731.3	16010.8	17888.7	5783.88	7789.87	7032.12	64674	66434.5	66985.3	383817	408157	380622	118557	118002	114249	88958.7	83362.1	85823.6	27199.8	28495.7	28891.8	294637	309936	286541	282030	291319	282267	334808	319664	324410	291041
CON_Q6IFZ6	Q7Z794;CON_Q6IFZ6;CON_Q7Z794	SWISS-PROT:Q6IFZ6	SWISS-PROT:Q6IFZ6						1154.9					1718.04	1699.94	1425.52	1212.37	1116.64		12225.4	10817.5	11138.8	26710.7	16395	25709.1	16350.5	24106.3	21962.4	4022.92	3911.4	5618.37	1123.29	1487.94	1638.61	9772		18774.4	16313.1	9665.92	13333.8	8415.51	9689.4	8532.1	8189.12
CON_Q8BGZ7	O95678;P02538;P48668;CON_P02538;CON_P48668;CON_P04259;CON_P50446;CON_Q8BGZ7;CON_O95678	TREMBL:Q8BGZ7;Q99MH7	TREMBL:Q8BGZ7;Q99MH7		2099.89	2184.27	1853.52	1416.56	1769.05		6897.79	7230.19	6770.64	1316.54	2199.49	1038.4	1077.78	1245.32	931.38	26401.9	24877.7	26376.5	719372	719219	722303	162288	151589	160694	35314.5	34314.9	34007.6	122525	127161	129493	144550	179720	157733	148706	169592	136873	258507	257489	265316	269650
CON_Q922U2	P13647;CON_P13647;CON_Q5XQN5;CON_Q922U2	SWISS-PROT:Q922U2	SWISS-PROT:Q922U2		819.83	686.614	766.241		757.978	1089.29				4839.68	4213.76	4448.87	469.133	374.497	496.433	5234.38	5802.54	5907.39	19045.8	17303.1	20119.1	12792.3	9229.56	17710.8	4146.25	5293.37	7991.74	1292.06	655.645	929.211	12940.6	10095	11214.4	16085.3	10510.7	17728.1	9842.03	18786.7	20488.1	17768.7
CON_Q95121	P36955;CON_Q95121	SWISS-PROT:Q95121	SWISS-PROT:Q95121																							8897.55						2644.94	1048.45		7250.03									
CON_Q9TRI1	CON_Q9TRI1	TREMBL:Q9TRI1	TREMBL:Q9TRI1																			609.65	1704.87									6425.69	3047.21	1465.45					9862.11					
CON_Q9TTE1	CON_Q9TTE1	SWISS-PROT:Q9TTE1	SWISS-PROT:Q9TTE1		374.778	281.953	496.574			490.009	446.819	408.457	502.296	326.115	318.544	371.607	378.39	470.049	308.452	1314.84	822.928	940.37	4424.88	6709.42	5562.26							630.873	640.773											
CON_Streptavidin	CON_Streptavidin	(S.avidinii)	(S.avidinii)																										2797.68			1158.94	1128.2	1419.15	15380.3	7139.31	11472	7469.14	24740.7	5258.78	4295.45	3350.02	5428.57	2440.29
D6REC4	D6REC4	CFA99_HUMAN	CFAP99	Cilia- and flagella-associated protein 99	2235.33	2024.79	1696.69	2204.42	1788.04	2413.85		1207.14	857.796	1744.34	1319.72		1596.73	2043.49	2034.74	6185.43	5791.59	2395.53		106292	85972.6	16210.2			15499.7				2148.91											
E9PAV3	Q13765;E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	10545.2	14827.1	7944.9	15699.7	9469.24	16220.4	8379.13	11468.3	7730.12	16868.7	15281.3	12963.5	6052.56	5688.65	5966.11	12403.2	12858.8	13623.6	11308.6	10657.6	10144.6	29803.2	30234	34697.9	41638.2	44473.8	43510.5	18280.9	17650.5	17623.3	45186.6	38895.6	44104.7	43325.4	38106.5	47488.3	36634.4	37671.7	38231.5	38837.4
E9PRG8	E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	23618.3	23051.1	24093.1	22510.1	21769.7	21012.8	18377.9	21323.7	20907	6167.33	18331.5	5480.22	19679.7	20476.6	20160	17805.9	18084.5	15404.9				9657.62	7589.1	10390	27888.8	30477.4	29056.3	17302.7	18149	16810.8	9225.86	7122.78	7864.98	10709.6	16364	5986.87	26621.8	28116.7	31983.8	35366.7
L0R819	L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	1476.82		1149.51	1317.81	1279.55		1185.84	1546.85	1222.07	1547.55	1286.17	1394.01	1614.97	1811.84	1961.77	1442.19	1963.46	1399.99											1186.72											
O00115	O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	8452.92	7829.32	8425.17	8189.76	7530.14	6887.63	8344.88	8100.56	8665.34	5729.86	8442.81	8058.86	10323.3	9349.03	10615.4	9882.89	9810.11	9365.73	44302.6	51004.5	39701.7		5489.8	7035				10983	10816.9	10406.1	10477.2	19514	22398.8	15859.9	26776.6	13517.1	4752.4	4185.54	4086.03	4968.62
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	7881.99	8422.46	7474.12	8681.47	7774.77	8144.11	7821.64	7554.64	7769.02	7037.58	5695.4	4593.69	6550.62	6042.33	6459.07	6227.32	6994.67	6406.98				6726.46	8314.69	12554.8	7549.76	7057.12	10118.7	7205.34	6592.61	7088.76	19930.6	11551.3	15925.8	11438.2		7147.91	10211.5	10123.9	10594.6	10113.5
O00148	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	26930.7	19667.8	23535.7	19077.9	24837.8	19304.8	22376.2	20494.3	22293	19915.6	21665.3	19165.4	20579.9	21581.9	21668.1	12800.4	14355.1	12341	3534.14		2212.38	14093.3	19297.9	25708.8	21177.7	14570.1	9204.15	10698.7	11096.8	12585.4	16226.6	12168.4	6187.03	21580.8	7902.39	14502.2	24445	15735.5	11057.4	17237.2
O00148;Q13838	O00148;Q13838	DX39A_HUMAN;DX39B_HUMAN	DDX39A;DDX39B	ATP-dependent RNA helicase DDX39A	102366	165109	69415.4	157537	78216.5	144873	103058	101282	109463	76824.4	84794.3	92409	71911.8	75055.4	78177	121139	118900	120747	11144.9	6881.7	9354.15	171667	168252	174026	228965	228077	203877	133865	145526	138437	166102	233108	163644	164497	180947	209183	162550	152483	153686	160187
O00151	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	17628.5	16414.1	17149.9	16338.7	16479.3	14934.9	15766.5	14934.5	15637.9	13994.9	15261.1	17138.7	28259.2	27173.6	30796.6	46838.2	46147.5	42376.1				40825.1	52743.1	34280	18292.6	23775.7	26084.4	24593	26095.5	25335.5	73276.8	52401.6	51810	66471.2	59540.8	66238.7	23433.9	14971	20779.1	21581.6
O00154	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	151475	184452	157626	184397	156767	183339	166388	164739	161943	187490	188042	189701	186031	179351	188168	296872	278219	275174	105012	92689.1	90562	140102	138209	122626	146994	154223	141532	155286	160142	167740	173415	155939	154627	151244	165863	165835	108536	126667	116535	103407
O00170	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	20699.9	20291.8	19028.8	22791.3	19828	21056.8	18338.4	19205.3	17888.9	16438.9	17371.9	15917.3	20681.6	17628.4	21041	16449.9	18330.3	17734.1				28561.3	22586.6	21355.1	21244.2	17279.5	21454.8	25156.6	25833.3	23641.5	27073.4	22880.8	39650.5	24011.5	17900.9	23869.4	21651.5	29125.5	23977.9	27486.2
O00178	O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	8676.82	6806.64	8247.17	7207.81	7456.55	7420.49	8041.44	7041.6	7338.86	7076.48	7010.71	7428.41	7380.24	7359.27	6663.4	6584.3	6321.15	7605.13				6518.29	6783.16	6938.67	8933.73	9321.48	6255.69	6309.58	6406.82	7107.95	14026.4	6734.82	11884.2	9579.54	14941.2	8601.12	8143.31	9350.77	7062.74	7944.26
O00182	O00182	LEG9_HUMAN	LGALS9	Galectin-9	1698.21	1500.6	1914.58	2556.28	2542.43	2719.3	3101.3	1712.57	2931.79	3586.38	3406.23	2746.33	3314.58	2158.19	3062.35	1947.31	1566.94	2447.58					3470.66		7329.17	1896.22	1279.28	1843.14	1453.83	1895.26		841.93		587.92		464.434	505.272	930.865		1810.95
O00193	O00193	SMAP_HUMAN	SMAP	Small acidic protein	8354.19	5990.87	7809.04	8290.31	8534.21	5876.66	8362.22	8506.39	10100.1	6595.05	8284.34	6509.06	6055.43	6920.38	6539.49	7263.51	8435.53	8228.27								4699.29	4942.07	7438.13	5747.79	5148.62							2201.38	910.867		2196.84
O00203	O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	6641.04	7190	6308.33	6502.36	6478.46	6972.11	6939.73	7031.19	6840.72	5641.98	5745.53	5718.82	5942.51	6284.66	6215.72	5841.45	5584.35	5703.9		5056.1		14588.1	6901.42	14748.5	9137.47	11074.7	10656	7473.48	7550.68	7597.62	13026.3	10173.9		11764.5	9909.09	15277.2	11705.7	11225.3	8885.61	10666.5
O00203;Q13367	O00203;Q13367	AP3B1_HUMAN;AP3B2_HUMAN	AP3B1;AP3B2	AP-3 complex subunit beta-1	2708.71	2410.44	2398.76	2187.37	2002.72	3609.82	2371.04	2839.94	2898.03	2522.89	2510.49	2137.14	2307.96	2587.89	2746.99	2490.92	2401.94	3058.27				3679.75	2812.35		4306.34		4200.2	2326.98	1800.69	2373.27				3290.48		5874.18	4862.45	3437.78	4758.79	5088.2
O00221	O00221	IKBE_HUMAN	NFKBIE	NF-kappa-B inhibitor epsilon	172.758		279.49	207.911	95.7193			149.257	307.433					34.9511	222.995		140.101											216.629	253.959	395.933								285.756		
O00231	O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	72245.6	75294.8	71427.8	73123.3	70818.5	69735.8	71596	72806	71984.1	56250.2	55410.4	54886.6	73604.8	68998.8	69480.1	56467.3	59518.8	62224.5	23658.8			58708	57416.9	51958.4	60486.5	59981.3	55549.4	66975.8	69365	68792.8	62477.7	60548.1	60788.6	55895.7	51003.4	62043	57579.1	52470.3	46174.1	50877.7
O00232	O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	50637.6	51584.8	51166.1	51775.2	48270.9	47913.4	47748.1	47762.8	48284.8	42994.3	42170.8	43152.7	43930.4	43325.9	44634.5	43250	42759.5	41178.4	7584.15	3073.74	18724.4	29756.9	29348.2	24521.6	40250.4	37453.5	39692.8	49266.4	51605.8	49349.8	36964.7	37437.5	44736.5	33781.2	31495.5	35420	36654.8	45402.3	39806.5	42798.1
O00233	O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	10539.8	11654.4	10355	12749.9	10322.3	11150.5	12784	11996.6	10604.9	6895.66	7312.81	5949.26	11081.9	11784.8	11093.9	10223.8	10990.1	9550.42	9563.68			35608.5	36137.3	41604.9	7074.72	6739.1	6986.67	14049	12963.5	15420.4	65365.5	52509.3	75909.9	60295.8	59786.5	56582.4	4768.9	6119.34	6632.41	4846.64
O00244	O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4476.18	4935.68	4419.98	5332.62	4835.14	4916.1	3477.49	3997.83	3692.73	1177.82	1023.34	1277.5	14036.9	13097.5	12421.6	14351.5	14153.2	14127.3	42390.5	58699.2	53427.1							10840.3	10519.2	11158.6						2644.21				
O00257	O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	547.23			597.797	515.772	594.702	542.348			761.452	866.24		538.822	463.044	426.665						12543.9	2653.09	4889.54	6849.49					363.663	831.959	2732.76			8116.42	15349.8	5937.3	7823.23	4117.45	4424.93	2897.89
O00267	O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	16822.5	16284.6	17853.3	14296.5	16706	16562.7	16368.6	15408.6	16821.4	14504.5	13574.6	13399.9	14791.6	14753.3	14381	11612.8	12066.1	11935	31555	48597.2	38964.9	19529	37424.6	28178.7	23677.6	27114.7	18203	16028	16105.9	15347.9	29939.9	34749.2	20933.2	20594.5	29261.7	18851	27958.4	20844.8	26663.4	22355
O00273	O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	12753.4	10569.3	10318.7	10774.7	11562.9	9130.69	9649.08	10122.9	10147.7	15195	15396.3	15319.9	15268.3	13769.5	13868.2	21723.6	22659.9	21004.9			15668.1	9810.66	8260.86	13570.2	14112.1	22545.5	19303.9	15289.1	13162.8	12945.4	20831.6	12024.9	15980.3	16253.8	12014.6	14910.9	8635.22	5287.2	8623.87	12759.8
O00299	O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	224164	207965	184134	228552	218247	193591	148694	150159	140483	172583	168513	163799	175521	163588	159552	269940	262229	232198	42771.8	42334.1	41329.7	63918.3	81199.9	85560	66633.7	79648.4	52349.4	135273	160404	131473	106889	67581.2	76082.8	70039.6	96519.2	72298.4	71921.8	58702.7	61477.3	56106.8
O00303	O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	47208.1	47987.7	46031.4	44816	46609.9	41495.4	37774.1	39423.5	39972	41027	41234.9	42599.4	45240	41096.2	45219.9	37479.4	36855.2	34458.2	4529.88			37026.8	33749.6	26188.8	59257.5	41901.4	44717.1	41812.4	41042.3	42153.6	44656.2	37315.4	33024.4	36550.1	35112.2	33057.4	32286.2	41802.4	41474.6	38475.3
O00329	O00329	PK3CD_HUMAN	PIK3CD	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	1348.01	1256.8	1573.28	1399.07	1113.02	1739.69	1195.12	1261.06	1261.11	1122.79	390.492	886.256	927.452	798.573	934.929	999.72	883.54								2999.7			1692.9	1526	1740.93								2515.37	2900.85	2327.18
O00399	O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2145.23	1745.88	1957.95	1406.93	1802.49	1478.61	1466.46	1709.48	2328.56	1179.79	1302.77	1197.18	2544.97	2456	2312.28	3109.38	3933.03	2852.28							4258.04			3476.85	4489.25	3772.11		5694.87				4942.57	4792.74	3871.6		3144.21
O00410	O00410	IPO5_HUMAN	IPO5	Importin-5	80651	91423.8	83940.1	93707	84323.9	88368.1	86291.3	84908.9	86372	92010.8	94018.7	96257.6	102904	94075.7	98093.4	130922	130587	128277	50299.1	49220.3	62134.5	33395.8	59404	35494.5	64688	54496.2	51506.3	69609.4	74297.2	65824.1	52742.1	44072.4	34291.5	45261.4	60091.3	49432.7	56719.5	40213.8	42382.8	36148.7
O00410;O60518	O00410;O60518	IPO5_HUMAN;RNBP6_HUMAN	IPO5;RANBP6	Importin-5	71882.4	72128.5	74668.9	75613.3	77647.7	69100.2	77054.3	76156.6	71244.8	84445.7	78116.5	86513.5	87424.7	85615.3	90886.7	98075.5	109032	97153.2	41448.5	44524.2	43698.2	31009.1	23139.5	23858.6	40836	48098.5	41401.8	58845.4	54087.8	63401.7	37219.2	24260	39993.3	32282.9	27306.2	26047	24231.1	24205.4	19999.9	26078.2
O00418	O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	2814.34	2452.96	2851.02	2868.45	2871.8	2758.36	2588.59	2681.02	2612.95	2546.15	2400.77	2543.18	2468.86	2518.78	2499.32	2420.92	2382.72	2529.18					1550.8		2316.9	5520.18	2555.55	2702.13	2334.04	2437.34							3819.82	3087.22	7332.03	3567.38
O00423;O95834	O00423;O95834;Q05BV3;Q6ZMW3	EMAL1_HUMAN;EMAL2_HUMAN	EML1;EML2	Echinoderm microtubule-associated protein-like 1	4659.09	4842.95	5041.63	4230.44	3613.4	4687.3	4199.85	4217.43	3981.45	4015.35	4082.44	4063.58	3103.75	2865.82		8485.75	9129.3	6976.64										5598.58	4803.86	5733.3										
O00425	O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	7052.46	5497.2	6991.43	6162.74	6745.41	6852.08	6701.03	6234.22	6138.1	6126.96	6205.16	6218.17	6036.65	5632.62	5641.74	4529.47	5598.05	4782.55				6008.66	3695.9		4186.51	3701.74	10586.6	5172.99	4548.18	4730.56		10070.5		17196.9	13632.6		7983.73	7256.26		4863.22
O00425;Q9NZI8	O00425;Q9NZI8;Q9Y6M1	IF2B1_HUMAN;IF2B3_HUMAN	IGF2BP1;IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	16070	14574.9	15842.1	14938.6	16606.5	15124.6	13745.9	19453.8	14738.6	8331.21	10134.6	9814.51	14158.4	14680.4	13552.6	16597.8	12954.9	18520.1				12216.4	15716.1	15783.1	6600.21	7328.46	11948.2	13317.1	12340.1	11103.6	6550.74	13995.2	7495.98	13541.3	8188.3	21019.8	12355.4	9499.14	12482.6	11203.3
O00429	O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	8407.26	7321.71	7945.14	7710.16	7825.71	7931	8581.63	8233.86	8321.07	6077.63	6768.95	5835.21	7750.76	7591.08	7043.43	5667.14	5255.16	5147.32				11230.7	15629.5	8973.7	10609	13177.7	11911.3	7169.49	7004.46	7285.33		12598.7		8600.82		10860	12835.3	8839.83	10125.3	8998.51
O00442	O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4408.18	3218.77	4446.99	4571.97	4389.33	4501.03	4033.02	4362.86	4283.04	4310.88	4038.83	4286.29	4995.3	4508.01	4392.77	5007.48	6196.48	5812.66				6230.34	7217.4	6202.35	5631.83	4845.87	6341.07	4162.58	3375.13	3783.6	7303.65	8539.65		4750.46	5943.45	7016.54	2825.01	6710.53	4387.67	5890.65
O00458	O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	889.494	893.721	905.668	1029.86	839.083	1070.61	803.281	970.344	851.221	1398.02	1049.49	818.744	967.373	1318.58	1077.85	1443.97	1401.65	1002.08										476.381	827.551	764.908										
O00459	O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	1021.22	1052.31	1317.94	1611.6	921.876	1071.67	946.525	916.175	1112.17	1641.04	1121.94	1176.21	1057.78	1327.44	696.674		973.682	1927.5						1556.33	2290.96	1677.81	3623.72	985.78												
